country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year,generation
Israel,1987,female,15-24 years,7,364500,,40946424370,Generation X
Israel,1987,female,5-14 years,0,445200,,40946424370,Generation X
Israel,1987,male,5-14 years,0,469400,,40946424370,Generation X
Israel,1988,male,75+ years,23,75200,,50078767903,G.I. Generation
Israel,1988,male,55-74 years,51,248700,,50078767903,G.I. Generation
Israel,1988,female,75+ years,14,88100,,50078767903,G.I. Generation
Israel,1988,male,35-54 years,62,442600,,50078767903,Silent
Israel,1988,male,25-34 years,41,323900,,50078767903,Boomers
Israel,1988,female,55-74 years,30,293400,,50078767903,G.I. Generation
Israel,1988,male,15-24 years,36,395700,,50078767903,Generation X
Israel,1988,female,35-54 years,29,456800,,50078767903,Silent
Israel,1988,female,25-34 years,8,322600,,50078767903,Boomers
Israel,1988,female,15-24 years,8,374200,,50078767903,Generation X
Israel,1988,male,5-14 years,1,475400,,50078767903,Generation X
Israel,1988,female,5-14 years,0,450700,,50078767903,Generation X
Israel,1989,male,75+ years,45,77500,,49881433991,G.I. Generation
Israel,1989,male,55-74 years,71,249800,,49881433991,G.I. Generation
Israel,1989,female,75+ years,25,92500,,49881433991,G.I. Generation
Israel,1989,male,35-54 years,62,458000,,49881433991,Silent
Israel,1989,male,25-34 years,43,326800,,49881433991,Boomers
Israel,1989,female,55-74 years,33,293900,,49881433991,G.I. Generation
Israel,1989,male,15-24 years,25,405300,,49881433991,Generation X
Israel,1989,female,25-34 years,17,324000,,49881433991,Boomers
Israel,1989,female,15-24 years,14,384600,,49881433991,Generation X
Israel,1989,female,35-54 years,15,472000,,49881433991,Silent
Israel,1989,male,5-14 years,2,481100,,49881433991,Generation X
Israel,1989,female,5-14 years,1,455600,,49881433991,Generation X
Israel,1990,male,75+ years,29,80000,78.50%,58986997917,G.I. Generation
Israel,1990,male,55-74 years,52,256800,78.50%,58986997917,G.I. Generation
Israel,1990,male,25-34 years,48,336200,78.50%,58986997917,Boomers
Israel,1990,male,35-54 years,61,481600,78.50%,58986997917,Silent
Israel,1990,female,75+ years,12,98300,78.50%,58986997917,G.I. Generation
Israel,1990,female,55-74 years,23,303300,78.50%,58986997917,G.I. Generation
Israel,1990,male,15-24 years,28,418200,78.50%,58986997917,Generation X
Israel,1990,female,35-54 years,22,495800,78.50%,58986997917,Silent
Israel,1990,female,25-34 years,14,332700,78.50%,58986997917,Boomers
Israel,1990,female,15-24 years,13,399100,78.50%,58986997917,Generation X
Israel,1990,male,5-14 years,2,490200,78.50%,58986997917,Generation X
Israel,1990,female,5-14 years,0,463900,78.50%,58986997917,Generation X
Israel,1991,male,75+ years,35,83600,,67530220219,G.I. Generation
Israel,1991,male,55-74 years,60,275600,,67530220219,Silent
Israel,1991,female,75+ years,20,105900,,67530220219,G.I. Generation
Israel,1991,male,35-54 years,74,521300,,67530220219,Boomers
Israel,1991,male,25-34 years,41,355600,,67530220219,Boomers
Israel,1991,male,15-24 years,49,443300,,67530220219,Generation X
Israel,1991,female,55-74 years,32,328400,,67530220219,Silent
Israel,1991,female,35-54 years,27,538000,,67530220219,Boomers
Israel,1991,female,25-34 years,9,351700,,67530220219,Boomers
Israel,1991,female,15-24 years,9,425100,,67530220219,Generation X
Israel,1991,male,5-14 years,3,511100,,67530220219,Millenials
Israel,1991,female,5-14 years,0,483600,,67530220219,Millenials
Israel,1992,male,75+ years,27,84400,,75575902932,G.I. Generation
Israel,1992,male,55-74 years,77,288500,,75575902932,Silent
Israel,1992,male,35-54 years,74,546900,,75575902932,Boomers
Israel,1992,female,75+ years,14,109700,,75575902932,G.I. Generation
Israel,1992,male,15-24 years,54,462200,,75575902932,Generation X
Israel,1992,male,25-34 years,42,365400,,75575902932,Boomers
Israel,1992,female,55-74 years,36,345800,,75575902932,Silent
Israel,1992,female,25-34 years,17,361000,,75575902932,Boomers
Israel,1992,female,35-54 years,24,565600,,75575902932,Boomers
Israel,1992,female,15-24 years,11,443600,,75575902932,Generation X
Israel,1992,male,5-14 years,4,521600,,75575902932,Millenials
Israel,1992,female,5-14 years,1,494200,,75575902932,Millenials
Israel,1993,male,75+ years,38,84700,,75954641355,G.I. Generation
Israel,1993,male,55-74 years,64,298600,,75954641355,Silent
Israel,1993,female,75+ years,18,112500,,75954641355,G.I. Generation
Israel,1993,male,25-34 years,47,372900,,75954641355,Boomers
Israel,1993,male,35-54 years,69,566800,,75954641355,Boomers
Israel,1993,male,15-24 years,54,476800,,75954641355,Generation X
Israel,1993,female,55-74 years,31,358900,,75954641355,Silent
Israel,1993,female,35-54 years,29,586700,,75954641355,Boomers
Israel,1993,female,25-34 years,13,368000,,75954641355,Boomers
Israel,1993,female,15-24 years,7,457700,,75954641355,Generation X
Israel,1993,female,5-14 years,1,503000,,75954641355,Millenials
Israel,1993,male,5-14 years,0,530400,,75954641355,Millenials
Israel,1994,male,75+ years,39,86000,,86307135997,G.I. Generation
Israel,1994,female,75+ years,29,116500,,86307135997,G.I. Generation
Israel,1994,male,55-74 years,56,307700,,86307135997,Silent
Israel,1994,male,35-54 years,97,586200,,86307135997,Boomers
Israel,1994,male,25-34 years,52,382000,,86307135997,Boomers
Israel,1994,male,15-24 years,57,489500,,86307135997,Generation X
Israel,1994,female,55-74 years,32,370200,,86307135997,Silent
Israel,1994,female,25-34 years,16,376500,,86307135997,Boomers
Israel,1994,female,35-54 years,25,608200,,86307135997,Boomers
Israel,1994,female,15-24 years,8,469900,,86307135997,Generation X
Israel,1994,male,5-14 years,3,540100,,86307135997,Millenials
Israel,1994,female,5-14 years,2,512100,,86307135997,Millenials
Israel,1995,male,75+ years,33,88800,81.70%,100343219507,G.I. Generation
Israel,1995,female,75+ years,27,121800,81.70%,100343219507,G.I. Generation
Israel,1995,male,55-74 years,63,314800,81.70%,100343219507,Silent
Israel,1995,male,35-54 years,72,607200,81.70%,100343219507,Boomers
Israel,1995,male,15-24 years,49,501600,81.70%,100343219507,Generation X
Israel,1995,male,25-34 years,38,393300,81.70%,100343219507,Generation X
Israel,1995,female,55-74 years,28,379500,81.70%,100343219507,Silent
Israel,1995,female,15-24 years,20,481200,81.70%,100343219507,Generation X
Israel,1995,female,35-54 years,22,631000,81.70%,100343219507,Boomers
Israel,1995,female,25-34 years,4,387100,81.70%,100343219507,Generation X
Israel,1995,male,5-14 years,3,549800,81.70%,100343219507,Millenials
Israel,1995,female,5-14 years,1,521600,81.70%,100343219507,Millenials
Israel,1996,male,75+ years,39,96200,,109957321960,G.I. Generation
Israel,1996,male,55-74 years,50,325900,,109957321960,Silent
Israel,1996,female,75+ years,20,130600,,109957321960,G.I. Generation
Israel,1996,male,25-34 years,38,390300,,109957321960,Generation X
Israel,1996,male,35-54 years,57,625600,,109957321960,Boomers
Israel,1996,male,15-24 years,44,512900,,109957321960,Generation X
Israel,1996,female,55-74 years,16,395400,,109957321960,Silent
Israel,1996,female,35-54 years,21,659200,,109957321960,Boomers
Israel,1996,female,25-34 years,9,394500,,109957321960,Generation X
Israel,1996,female,15-24 years,9,490500,,109957321960,Generation X
Israel,1996,male,5-14 years,3,555300,,109957321960,Millenials
Israel,1996,female,5-14 years,0,527300,,109957321960,Millenials
Israel,1997,male,75+ years,44,99900,,114724862034,G.I. Generation
Israel,1997,male,55-74 years,55,330000,,114724862034,Silent
Israel,1997,female,75+ years,21,136500,,114724862034,G.I. Generation
Israel,1997,male,35-54 years,83,647100,,114724862034,Boomers
Israel,1997,male,15-24 years,66,523600,,114724862034,Generation X
Israel,1997,male,25-34 years,51,405400,,114724862034,Generation X
Israel,1997,female,55-74 years,20,400900,,114724862034,Silent
Israel,1997,female,25-34 years,13,407500,,114724862034,Generation X
Israel,1997,female,35-54 years,16,682500,,114724862034,Boomers
Israel,1997,female,15-24 years,8,500700,,114724862034,Generation X
Israel,1997,male,5-14 years,2,563800,,114724862034,Millenials
Israel,1997,female,5-14 years,0,535600,,114724862034,Millenials
Israel,1998,male,75+ years,33,103400,,115979230547,G.I. Generation
Israel,1998,male,55-74 years,55,333300,,115979230547,Silent
Israel,1998,female,75+ years,15,143800,,115979230547,G.I. Generation
Israel,1998,male,25-34 years,42,421100,,115979230547,Generation X
Israel,1998,male,15-24 years,52,534300,,115979230547,Generation X
Israel,1998,male,35-54 years,55,668200,,115979230547,Boomers
Israel,1998,female,55-74 years,21,403400,,115979230547,Silent
Israel,1998,female,35-54 years,19,705600,,115979230547,Boomers
Israel,1998,female,15-24 years,13,511000,,115979230547,Generation X
Israel,1998,female,25-34 years,10,421100,,115979230547,Generation X
Israel,1998,male,5-14 years,2,571700,,115979230547,Millenials
Israel,1998,female,5-14 years,1,543300,,115979230547,Millenials
Israel,1999,male,75+ years,31,106865,,117189920212,G.I. Generation
Israel,1999,male,35-54 years,105,689686,,117189920212,Boomers
Israel,1999,male,55-74 years,43,338915,,117189920212,Silent
Israel,1999,male,15-24 years,62,544300,,117189920212,Generation X
Israel,1999,male,25-34 years,50,439100,,117189920212,Generation X
Israel,1999,female,75+ years,16,151632,,117189920212,G.I. Generation
Israel,1999,female,55-74 years,21,406997,,117189920212,Silent
Israel,1999,female,25-34 years,12,437200,,117189920212,Generation X
Israel,1999,female,35-54 years,15,728952,,117189920212,Boomers
Israel,1999,female,15-24 years,7,521300,,117189920212,Generation X
Israel,1999,male,5-14 years,6,580400,,117189920212,Millenials
Israel,1999,female,5-14 years,0,551700,,117189920212,Millenials
Israel,2000,male,75+ years,39,110539,85.00%,132339311284,G.I. Generation
Israel,2000,male,25-34 years,66,459153,85.00%,132339311284,Generation X
Israel,2000,male,35-54 years,100,709982,85.00%,132339311284,Boomers
Israel,2000,male,15-24 years,65,552321,85.00%,132339311284,Generation X
Israel,2000,male,55-74 years,36,348176,85.00%,132339311284,Silent
Israel,2000,female,75+ years,13,159870,85.00%,132339311284,G.I. Generation
Israel,2000,female,55-74 years,25,414182,85.00%,132339311284,Silent
Israel,2000,female,25-34 years,15,455733,85.00%,132339311284,Generation X
Israel,2000,female,35-54 years,24,750796,85.00%,132339311284,Boomers
Israel,2000,female,15-24 years,10,530270,85.00%,132339311284,Generation X
Israel,2000,male,5-14 years,1,590518,85.00%,132339311284,Millenials
Israel,2000,female,5-14 years,0,561751,85.00%,132339311284,Millenials
Israel,2001,male,75+ years,38,113986,,130706147871,Silent
Israel,2001,male,55-74 years,56,361167,,130706147871,Silent
Israel,2001,male,15-24 years,76,557718,,130706147871,Millenials
Israel,2001,male,35-54 years,94,724513,,130706147871,Boomers
Israel,2001,male,25-34 years,58,478896,,130706147871,Generation X
Israel,2001,female,75+ years,17,167410,,130706147871,Silent
Israel,2001,female,55-74 years,14,425773,,130706147871,Silent
Israel,2001,female,35-54 years,24,765725,,130706147871,Boomers
Israel,2001,female,25-34 years,9,474315,,130706147871,Generation X
Israel,2001,female,15-24 years,9,536217,,130706147871,Millenials
Israel,2001,female,5-14 years,2,571290,,130706147871,Millenials
Israel,2001,male,5-14 years,1,600457,,130706147871,Millenials
Israel,2002,male,75+ years,28,117146,,121069378150,Silent
Israel,2002,male,35-54 years,99,732491,,121069378150,Boomers
Israel,2002,male,55-74 years,45,377599,,121069378150,Silent
Israel,2002,male,25-34 years,59,496115,,121069378150,Generation X
Israel,2002,male,15-24 years,60,561947,,121069378150,Millenials
Israel,2002,female,75+ years,14,173506,,121069378150,Silent
Israel,2002,female,55-74 years,20,441786,,121069378150,Silent
Israel,2002,female,35-54 years,31,773340,,121069378150,Boomers
Israel,2002,female,15-24 years,14,540419,,121069378150,Millenials
Israel,2002,female,25-34 years,10,490754,,121069378150,Generation X
Israel,2002,female,5-14 years,2,580138,,121069378150,Millenials
Israel,2002,male,5-14 years,0,610267,,121069378150,Millenials
Israel,2003,male,75+ years,28,120134,,126864966909,Silent
Israel,2003,male,55-74 years,70,393481,,126864966909,Silent
Israel,2003,male,35-54 years,125,739587,,126864966909,Boomers
Israel,2003,male,25-34 years,57,509736,,126864966909,Generation X
Israel,2003,male,15-24 years,62,566251,,126864966909,Millenials
Israel,2003,female,75+ years,10,178813,,126864966909,Silent
Israel,2003,female,55-74 years,24,457426,,126864966909,Silent
Israel,2003,female,35-54 years,25,779552,,126864966909,Boomers
Israel,2003,female,25-34 years,8,503837,,126864966909,Generation X
Israel,2003,female,15-24 years,5,544294,,126864966909,Millenials
Israel,2003,male,5-14 years,3,620511,,126864966909,Millenials
Israel,2003,female,5-14 years,0,589505,,126864966909,Millenials
Israel,2004,male,75+ years,30,123028,,135445033199,Silent
Israel,2004,male,55-74 years,65,407467,,135445033199,Silent
Israel,2004,male,25-34 years,66,520746,,135445033199,Generation X
Israel,2004,male,35-54 years,90,749833,,135445033199,Boomers
Israel,2004,male,15-24 years,68,570981,,135445033199,Millenials
Israel,2004,female,75+ years,16,183915,,135445033199,Silent
Israel,2004,female,55-74 years,18,471206,,135445033199,Silent
Israel,2004,female,35-54 years,30,788499,,135445033199,Boomers
Israel,2004,female,25-34 years,14,514416,,135445033199,Generation X
Israel,2004,female,15-24 years,11,548642,,135445033199,Millenials
Israel,2004,female,5-14 years,2,599789,,135445033199,Millenials
Israel,2004,male,5-14 years,1,631409,,135445033199,Millenials
Israel,2005,male,75+ years,35,126420,87.00%,142462925574,Silent
Israel,2005,male,55-74 years,52,422405,87.00%,142462925574,Silent
Israel,2005,male,35-54 years,93,761176,87.00%,142462925574,Boomers
Israel,2005,female,75+ years,23,188969,87.00%,142462925574,Silent
Israel,2005,male,15-24 years,66,576279,87.00%,142462925574,Millenials
Israel,2005,male,25-34 years,56,529472,87.00%,142462925574,Generation X
Israel,2005,female,55-74 years,26,486213,87.00%,142462925574,Silent
Israel,2005,female,35-54 years,42,798431,87.00%,142462925574,Boomers
Israel,2005,female,25-34 years,16,523192,87.00%,142462925574,Generation X
Israel,2005,female,15-24 years,13,553467,87.00%,142462925574,Millenials
Israel,2005,male,5-14 years,2,643592,87.00%,142462925574,Millenials
Israel,2005,female,5-14 years,1,611245,87.00%,142462925574,Millenials
Israel,2006,male,75+ years,22,129698,,153966916311,Silent
Israel,2006,male,55-74 years,61,439413,,153966916311,Silent
Israel,2006,male,35-54 years,84,773099,,153966916311,Boomers
Israel,2006,male,15-24 years,61,582025,,153966916311,Millenials
Israel,2006,male,25-34 years,51,535920,,153966916311,Generation X
Israel,2006,female,75+ years,13,193121,,153966916311,Silent
Israel,2006,female,35-54 years,31,808874,,153966916311,Boomers
Israel,2006,female,15-24 years,18,558626,,153966916311,Millenials
Israel,2006,female,55-74 years,15,503743,,153966916311,Silent
Israel,2006,female,25-34 years,10,529943,,153966916311,Generation X
Israel,2006,female,5-14 years,1,623474,,153966916311,Millenials
Israel,2006,male,5-14 years,0,656549,,153966916311,Millenials
Israel,2007,male,75+ years,29,132434,,178706717753,Silent
Israel,2007,male,55-74 years,50,456922,,178706717753,Silent
Israel,2007,male,35-54 years,85,785826,,178706717753,Boomers
Israel,2007,male,25-34 years,51,541856,,178706717753,Generation X
Israel,2007,male,15-24 years,45,587792,,178706717753,Millenials
Israel,2007,female,75+ years,7,196820,,178706717753,Silent
Israel,2007,female,35-54 years,23,819830,,178706717753,Boomers
Israel,2007,female,55-74 years,13,521935,,178706717753,Silent
Israel,2007,female,25-34 years,10,536280,,178706717753,Generation X
Israel,2007,female,15-24 years,10,564137,,178706717753,Millenials
Israel,2007,male,5-14 years,3,669312,,178706717753,Generation Z
Israel,2007,female,5-14 years,0,635670,,178706717753,Generation Z
Israel,2008,male,75+ years,43,135142,,215840354627,Silent
Israel,2008,male,55-74 years,62,474005,,215840354627,Silent
Israel,2008,male,15-24 years,65,592791,,215840354627,Millenials
Israel,2008,male,35-54 years,80,799582,,215840354627,Boomers
Israel,2008,male,25-34 years,42,548741,,215840354627,Generation X
Israel,2008,female,75+ years,11,200835,,215840354627,Silent
Israel,2008,female,55-74 years,15,539561,,215840354627,Silent
Israel,2008,female,25-34 years,11,543016,,215840354627,Generation X
Israel,2008,female,35-54 years,14,831482,,215840354627,Boomers
Israel,2008,female,15-24 years,7,569127,,215840354627,Millenials
Israel,2008,female,5-14 years,2,648707,,215840354627,Generation Z
Israel,2008,male,5-14 years,2,682613,,215840354627,Generation Z
Israel,2009,male,75+ years,23,141368,,207419370241,Silent
Israel,2009,male,55-74 years,77,499108,,207419370241,Silent
Israel,2009,male,25-34 years,67,557283,,207419370241,Generation X
Israel,2009,male,35-54 years,91,836965,,207419370241,Boomers
Israel,2009,male,15-24 years,48,597179,,207419370241,Millenials
Israel,2009,female,55-74 years,22,562448,,207419370241,Silent
Israel,2009,female,75+ years,8,208438,,207419370241,Silent
Israel,2009,female,35-54 years,32,866442,,207419370241,Boomers
Israel,2009,female,25-34 years,18,555764,,207419370241,Generation X
Israel,2009,female,15-24 years,13,573738,,207419370241,Millenials
Israel,2009,male,5-14 years,4,683070,,207419370241,Generation Z
Israel,2009,female,5-14 years,1,650032,,207419370241,Generation Z
Israel,2010,male,75+ years,40,145554,88.30%,233609522091,Silent
Israel,2010,male,55-74 years,93,515880,88.30%,233609522091,Silent
Israel,2010,male,35-54 years,119,854628,88.30%,233609522091,Generation X
Israel,2010,male,25-34 years,77,561408,88.30%,233609522091,Generation X
Israel,2010,male,15-24 years,63,600681,88.30%,233609522091,Millenials
Israel,2010,female,75+ years,9,213458,88.30%,233609522091,Silent
Israel,2010,female,55-74 years,22,580202,88.30%,233609522091,Silent
Israel,2010,female,35-54 years,33,882268,88.30%,233609522091,Generation X
Israel,2010,female,15-24 years,10,576967,88.30%,233609522091,Millenials
Israel,2010,female,25-34 years,9,559584,88.30%,233609522091,Generation X
Israel,2010,female,5-14 years,3,662543,88.30%,233609522091,Generation Z
Israel,2010,male,5-14 years,2,696652,88.30%,233609522091,Generation Z
Israel,2011,male,75+ years,44,150875,88.80%,261628548084,Silent
Israel,2011,male,55-74 years,80,532080,88.80%,261628548084,Boomers
Israel,2011,male,35-54 years,111,872269,88.80%,261628548084,Generation X
Israel,2011,male,25-34 years,45,560802,88.80%,261628548084,Millenials
Israel,2011,male,15-24 years,41,605530,88.80%,261628548084,Millenials
Israel,2011,female,55-74 years,30,598715,88.80%,261628548084,Boomers
Israel,2011,female,75+ years,7,220868,88.80%,261628548084,Silent
Israel,2011,female,25-34 years,16,559719,88.80%,261628548084,Millenials
Israel,2011,female,35-54 years,22,899777,88.80%,261628548084,Generation X
Israel,2011,female,15-24 years,12,583108,88.80%,261628548084,Millenials
Israel,2011,male,5-14 years,1,712716,88.80%,261628548084,Generation Z
Israel,2011,female,5-14 years,0,675036,88.80%,261628548084,Generation Z
Israel,2012,male,75+ years,33,154818,89.00%,257296579579,Silent
Israel,2012,male,55-74 years,93,546015,89.00%,257296579579,Boomers
Israel,2012,male,35-54 years,131,890948,89.00%,257296579579,Generation X
Israel,2012,male,25-34 years,57,568580,89.00%,257296579579,Millenials
Israel,2012,male,15-24 years,32,614618,89.00%,257296579579,Millenials
Israel,2012,female,75+ years,9,224319,89.00%,257296579579,Silent
Israel,2012,female,55-74 years,24,612293,89.00%,257296579579,Boomers
Israel,2012,female,25-34 years,17,566255,89.00%,257296579579,Millenials
Israel,2012,female,15-24 years,13,589147,89.00%,257296579579,Millenials
Israel,2012,female,35-54 years,18,916404,89.00%,257296579579,Generation X
Israel,2012,male,5-14 years,3,723667,89.00%,257296579579,Generation Z
Israel,2012,female,5-14 years,0,688296,89.00%,257296579579,Generation Z
Israel,2013,male,75+ years,34,160074,89.30%,292489185194,Silent
Israel,2013,male,55-74 years,71,560632,89.30%,292489185194,Boomers
Israel,2013,male,35-54 years,102,907964,89.30%,292489185194,Generation X
Israel,2013,male,25-34 years,47,574069,89.30%,292489185194,Millenials
Israel,2013,female,75+ years,12,230693,89.30%,292489185194,Silent
Israel,2013,male,15-24 years,30,623751,89.30%,292489185194,Millenials
Israel,2013,female,55-74 years,23,627505,89.30%,292489185194,Boomers
Israel,2013,female,35-54 years,26,932764,89.30%,292489185194,Generation X
Israel,2013,female,25-34 years,15,571000,89.30%,292489185194,Millenials
Israel,2013,male,5-14 years,7,737875,89.30%,292489185194,Generation Z
Israel,2013,female,15-24 years,5,597664,89.30%,292489185194,Millenials
Israel,2013,female,5-14 years,0,702017,89.30%,292489185194,Generation Z
Israel,2014,male,75+ years,32,164959,89.40%,308416982140,Silent
Israel,2014,male,35-54 years,125,925543,89.40%,308416982140,Generation X
Israel,2014,male,55-74 years,54,577076,89.40%,308416982140,Boomers
Israel,2014,male,25-34 years,41,580208,89.40%,308416982140,Millenials
Israel,2014,male,15-24 years,35,633544,89.40%,308416982140,Millenials
Israel,2014,female,75+ years,11,236381,89.40%,308416982140,Silent
Israel,2014,female,55-74 years,24,645102,89.40%,308416982140,Boomers
Israel,2014,female,35-54 years,29,949566,89.40%,308416982140,Generation X
Israel,2014,female,25-34 years,13,576407,89.40%,308416982140,Millenials
Israel,2014,female,15-24 years,10,607031,89.40%,308416982140,Millenials
Israel,2014,male,5-14 years,7,753317,89.40%,308416982140,Generation Z
Israel,2014,female,5-14 years,1,717118,89.40%,308416982140,Generation Z
Israel,2015,male,75+ years,30,168826,,299093839690,Silent
Israel,2015,male,55-74 years,65,595247,,299093839690,Boomers
Israel,2015,male,35-54 years,92,944406,,299093839690,Generation X
Israel,2015,male,25-34 years,45,586251,,299093839690,Millenials
Israel,2015,female,75+ years,14,241083,,299093839690,Silent
Israel,2015,male,15-24 years,35,644674,,299093839690,Millenials
Israel,2015,female,55-74 years,17,664823,,299093839690,Boomers
Israel,2015,female,25-34 years,13,581972,,299093839690,Millenials
Israel,2015,female,35-54 years,20,967412,,299093839690,Generation X
Israel,2015,female,15-24 years,8,617440,,299093839690,Millenials
Israel,2015,male,5-14 years,2,770443,,299093839690,Generation Z
Israel,2015,female,5-14 years,1,733603,,299093839690,Generation Z
Italy,1985,male,75+ years,542,1107700,73.80%,450725816043,G.I. Generation
Italy,1985,male,55-74 years,1307,4991500,73.80%,450725816043,G.I. Generation
Italy,1985,male,35-54 years,902,7267900,73.80%,450725816043,Silent
Italy,1985,female,75+ years,239,1961500,73.80%,450725816043,G.I. Generation
Italy,1985,female,55-74 years,596,6003500,73.80%,450725816043,G.I. Generation
Italy,1985,male,25-34 years,361,3973800,73.80%,450725816043,Boomers
Italy,1985,male,15-24 years,249,4770000,73.80%,450725816043,Generation X
Italy,1985,female,35-54 years,382,7478700,73.80%,450725816043,Silent
Italy,1985,female,25-34 years,106,3946700,73.80%,450725816043,Boomers
Italy,1985,female,15-24 years,60,4613300,73.80%,450725816043,Generation X
Italy,1985,male,5-14 years,10,4101400,73.80%,450725816043,Generation X
Italy,1985,female,5-14 years,5,3898700,73.80%,450725816043,Generation X
Italy,1986,male,75+ years,568,1149900,,638273986102,G.I. Generation
Italy,1986,male,55-74 years,1164,5048400,,638273986102,G.I. Generation
Italy,1986,male,35-54 years,929,7275300,,638273986102,Silent
Italy,1986,female,75+ years,247,2035300,,638273986102,G.I. Generation
Italy,1986,female,55-74 years,582,6059000,,638273986102,G.I. Generation
Italy,1986,male,25-34 years,380,4047500,,638273986102,Boomers
Italy,1986,female,35-54 years,397,7477000,,638273986102,Silent
Italy,1986,male,15-24 years,237,4797900,,638273986102,Generation X
Italy,1986,female,25-34 years,97,4009600,,638273986102,Boomers
Italy,1986,female,15-24 years,72,4637000,,638273986102,Generation X
Italy,1986,male,5-14 years,15,3963900,,638273986102,Generation X
Italy,1986,female,5-14 years,3,3766700,,638273986102,Generation X
Italy,1987,male,75+ years,563,1195000,,803055418883,G.I. Generation
Italy,1987,male,55-74 years,1146,5097300,,803055418883,G.I. Generation
Italy,1987,male,35-54 years,873,7292700,,803055418883,Silent
Italy,1987,female,75+ years,248,2115000,,803055418883,G.I. Generation
Italy,1987,male,25-34 years,425,4142000,,803055418883,Boomers
Italy,1987,female,55-74 years,496,6102400,,803055418883,G.I. Generation
Italy,1987,male,15-24 years,245,4807700,,803055418883,Generation X
Italy,1987,female,35-54 years,343,7483400,,803055418883,Silent
Italy,1987,female,25-34 years,99,4091900,,803055418883,Boomers
Italy,1987,female,15-24 years,63,4637300,,803055418883,Generation X
Italy,1987,male,5-14 years,11,3826100,,803055418883,Generation X
Italy,1987,female,5-14 years,4,3633300,,803055418883,Generation X
Italy,1988,male,75+ years,591,1245700,,888667913419,G.I. Generation
Italy,1988,male,55-74 years,1073,5146300,,888667913419,G.I. Generation
Italy,1988,female,75+ years,244,2202900,,888667913419,G.I. Generation
Italy,1988,male,35-54 years,799,7314800,,888667913419,Silent
Italy,1988,male,25-34 years,385,4245400,,888667913419,Boomers
Italy,1988,female,55-74 years,512,6141600,,888667913419,G.I. Generation
Italy,1988,male,15-24 years,237,4790900,,888667913419,Generation X
Italy,1988,female,35-54 years,346,7494900,,888667913419,Silent
Italy,1988,female,25-34 years,115,4184700,,888667913419,Boomers
Italy,1988,female,15-24 years,65,4613100,,888667913419,Generation X
Italy,1988,male,5-14 years,10,3694100,,888667913419,Generation X
Italy,1988,female,5-14 years,4,3505300,,888667913419,Generation X
Italy,1989,male,75+ years,564,1292300,,925598068021,G.I. Generation
Italy,1989,male,55-74 years,1048,5201300,,925598068021,G.I. Generation
Italy,1989,male,35-54 years,826,7341100,,925598068021,Silent
Italy,1989,male,25-34 years,433,4358200,,925598068021,Boomers
Italy,1989,female,75+ years,217,2285500,,925598068021,G.I. Generation
Italy,1989,female,55-74 years,462,6186700,,925598068021,G.I. Generation
Italy,1989,male,15-24 years,243,4742000,,925598068021,Generation X
Italy,1989,female,35-54 years,321,7512800,,925598068021,Silent
Italy,1989,female,25-34 years,138,4287600,,925598068021,Boomers
Italy,1989,female,15-24 years,73,4561200,,925598068021,Generation X
Italy,1989,male,5-14 years,10,3556100,,925598068021,Generation X
Italy,1989,female,5-14 years,7,3372400,,925598068021,Generation X
Italy,1990,male,75+ years,670,1332200,76.60%,1177326294441,G.I. Generation
Italy,1990,male,55-74 years,980,5266600,76.60%,1177326294441,G.I. Generation
Italy,1990,male,35-54 years,802,7381900,76.60%,1177326294441,Silent
Italy,1990,male,25-34 years,443,4477900,76.60%,1177326294441,Boomers
Italy,1990,female,75+ years,224,2358600,76.60%,1177326294441,G.I. Generation
Italy,1990,female,55-74 years,452,6242800,76.60%,1177326294441,G.I. Generation
Italy,1990,male,15-24 years,275,4678600,76.60%,1177326294441,Generation X
Italy,1990,female,35-54 years,317,7539900,76.60%,1177326294441,Silent
Italy,1990,female,25-34 years,132,4391200,76.60%,1177326294441,Boomers
Italy,1990,female,15-24 years,90,4489200,76.60%,1177326294441,Generation X
Italy,1990,male,5-14 years,11,3426400,76.60%,1177326294441,Generation X
Italy,1990,female,5-14 years,6,3246400,76.60%,1177326294441,Generation X
Italy,1991,male,75+ years,572,1366000,,1242109397534,G.I. Generation
Italy,1991,male,55-74 years,1074,5315200,,1242109397534,Silent
Italy,1991,male,35-54 years,846,7373100,,1242109397534,Boomers
Italy,1991,male,25-34 years,448,4481000,,1242109397534,Boomers
Italy,1991,female,75+ years,231,2399000,,1242109397534,G.I. Generation
Italy,1991,female,55-74 years,466,6274000,,1242109397534,Silent
Italy,1991,male,15-24 years,258,4561100,,1242109397534,Generation X
Italy,1991,female,35-54 years,336,7520300,,1242109397534,Boomers
Italy,1991,female,25-34 years,142,4401300,,1242109397534,Boomers
Italy,1991,female,15-24 years,70,4385100,,1242109397534,Generation X
Italy,1991,male,5-14 years,8,3279400,,1242109397534,Millenials
Italy,1991,female,5-14 years,2,3110000,,1242109397534,Millenials
Italy,1992,male,75+ years,564,1396003,,1315806985860,G.I. Generation
Italy,1992,male,55-74 years,1062,5390861,,1315806985860,Silent
Italy,1992,male,35-54 years,917,7406251,,1315806985860,Boomers
Italy,1992,male,25-34 years,486,4431281,,1315806985860,Boomers
Italy,1992,female,75+ years,209,2409548,,1315806985860,G.I. Generation
